# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr19	33953582	33954173	chr19	33953582	33954172	0.0	0.0	0.0	0.05555555555555555	0.004694835680751174	0.0	0.0	0.0	0.22988505747126436	1.0	0.17391304347826086	0.0	0.0	0.0	0.0	0.1188118811881188	0.00141643059490085	0.0	0.0	0.0	0.0	0.00196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015444015444015444	0.0	101.0	747.0	115.0	162.0	426.0	150.0	85.0	55.0	87.0	102.0	92.0	239.0	73.0	72.0	121.0	101.0	706.0	86.0	510.0	90.0	145.0	510.0	137.0	147.0	88.0	75.0	104.0	157.0	432.0	259.0	77.0
chr19	33990039	33990380	chr19	33990039	33990379	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	50.0	6.0	1.0	17.0	4.0	3.0	3.0	3.0	6.0	1.0	6.0	7.0	2.0	8.0	8.0	44.0	3.0	26.0	5.0	8.0	28.0	6.0	13.0	6.0	3.0	3.0	4.0	22.0	12.0	3.0
chr19	33992901	33993160	chr19	33992901	33993159	0.020833333333333332	0.0	0.0	0.0	0.029850746268656716	0.9722222222222222	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.11764705882352941	0.0	0.0	0.008849557522123894	0.0	0.0	0.03167420814479638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	338.0	53.0	66.0	201.0	72.0	29.0	25.0	31.0	21.0	45.0	116.0	31.0	42.0	57.0	51.0	313.0	29.0	226.0	26.0	71.0	221.0	62.0	74.0	41.0	34.0	31.0	72.0	197.0	119.0	47.0
chr19	34617829	34618111	chr19	34617829	34618110	0.0	0.0	0.0	0.0	0.03896103896103896	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037037037035	0.0	0.0	0.0	0.23809523809523808	0.015748031496062992	0.0	0.005747126436781609	0.0	0.018867924528301886	0.015706806282722512	0.0425531914893617	0.018518518518518517	0.0	0.14285714285714285	0.85	0.0	0.012903225806451613	0.0	0.0	30.0	275.0	35.0	47.0	154.0	67.0	15.0	19.0	28.0	31.0	26.0	81.0	38.0	34.0	49.0	42.0	254.0	19.0	174.0	32.0	53.0	191.0	47.0	54.0	36.0	21.0	40.0	53.0	155.0	94.0	31.0
chr19	34692272	34692526	chr19	34692272	34692525	0.0	0.015228426395939087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017543859649122806	0.0	0.0	0.0	0.0	0.0	0.02857142857142857	0.0019723865877712033	0.0	0.032	0.0	0.8040540540540541	0.005479452054794521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	591.0	68.0	95.0	316.0	107.0	56.0	41.0	62.0	57.0	58.0	196.0	67.0	73.0	95.0	70.0	507.0	74.0	375.0	76.0	148.0	365.0	92.0	124.0	68.0	58.0	78.0	107.0	311.0	209.0	57.0
chr19	34755743	34755831	chr19	34755743	34755830	0.32653061224489793	0.1875	0.07407407407407407	0.04838709677419355	0.12169312169312169	0.0136986301369863	0.0	0.20512820512820512	0.0	0.030303030303030304	0.0	0.13533834586466165	0.0	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.09322033898305085	0.01818181818181818	0.28	0.0	0.6216216216216216	0.325	0.0125	0.0	0.046153846153846156	0.0	49.0	368.0	54.0	62.0	189.0	73.0	28.0	39.0	40.0	33.0	55.0	133.0	46.0	42.0	62.0	43.0	344.0	36.0	204.0	41.0	73.0	236.0	55.0	75.0	36.0	37.0	40.0	80.0	211.0	130.0	47.0
chr19	34791275	34792398	chr19	34791275	34792397	0.0	0.0007710100231303007	0.0	0.0	0.0103397341211226	0.0	0.0	0.0	0.0	0.007633587786259542	0.015625	0.007281553398058253	0.0	0.0	0.0	0.03296703296703297	0.0	0.0	0.009535160905840286	0.0	0.0	0.001152073732718894	0.0	0.025735294117647058	0.0	0.0	0.0	0.0	0.0	0.926873857404022	0.1282051282051282	166.0	1297.0	173.0	228.0	677.0	277.0	112.0	109.0	129.0	131.0	128.0	412.0	138.0	151.0	183.0	182.0	1135.0	112.0	839.0	155.0	260.0	868.0	246.0	272.0	200.0	127.0	187.0	252.0	722.0	547.0	156.0
chr19	34841508	34841588	chr19	34841508	34841587	0.020833333333333332	0.005063291139240506	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	0.0	0.0	0.0064516129032258064	0.0	0.0	0.0	0.04878048780487805	0.9247311827956989	0.5416666666666666	0.039525691699604744	0.0	0.0449438202247191	0.0033783783783783786	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.005952380952380952	0.0	48.0	395.0	59.0	74.0	194.0	96.0	35.0	25.0	43.0	43.0	46.0	155.0	49.0	45.0	65.0	41.0	465.0	48.0	253.0	51.0	89.0	296.0	97.0	67.0	43.0	37.0	70.0	77.0	240.0	168.0	46.0
chr19	34933439	34933588	chr19	34933439	34933587	0.0	0.0023094688221709007	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.018518518518518517	0.0	0.0	0.0	0.0	0.0	0.0	0.0026041666666666665	0.0	0.0034129692832764505	0.014285714285714285	0.0	0.025179856115107913	0.038461538461538464	0.0	0.0	0.0	0.0	0.053763440860215055	0.9066265060240963	0.034722222222222224	0.03773584905660377	59.0	433.0	71.0	69.0	200.0	108.0	33.0	31.0	40.0	54.0	55.0	148.0	53.0	61.0	67.0	47.0	384.0	50.0	293.0	70.0	94.0	278.0	78.0	70.0	59.0	35.0	82.0	93.0	332.0	144.0	53.0
chr19	35373296	35373636	chr19	35373296	35373635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	4.0	31.0	10.0	9.0	15.0	8.0	2.0	2.0	5.0	5.0	7.0	9.0	3.0	6.0	5.0	6.0	35.0	8.0	27.0	6.0	6.0	32.0	5.0	3.0	6.0	2.0	6.0	9.0	21.0	18.0	2.0
chr19	35814452	35814908	chr19	35814452	35814907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	1.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	3.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	4.0	2.0	6.0	0.0	5.0	0.0	1.0	7.0	0.0	2.0	0.0	1.0	0.0	2.0	6.0	3.0	0.0
chr19	35938545	35938770	chr19	35938545	35938769	0.22580645161290322	0.00964630225080386	0.010638297872340425	0.0	0.0030959752321981426	0.025974025974025976	0.0	0.0	0.0	0.0	0.0	0.025380710659898477	0.0	0.056338028169014086	0.019417475728155338	0.21951219512195122	0.0	0.0	0.7299771167048055	0.29411764705882354	0.008264462809917356	0.05319148936170213	0.008547008547008548	0.016260162601626018	0.012195121951219513	0.015625	0.1744186046511628	0.0078125	0.0	0.2024793388429752	0.08571428571428572	93.0	622.0	94.0	98.0	323.0	154.0	50.0	51.0	67.0	69.0	63.0	197.0	57.0	71.0	103.0	82.0	539.0	73.0	437.0	102.0	121.0	470.0	117.0	123.0	82.0	64.0	86.0	128.0	374.0	242.0	70.0
chr19	36608144	36608295	chr19	36608144	36608294	0.027777777777777776	0.037037037037037035	0.0	1.0	0.018292682926829267	0.0	0.0	0.0	0.0	0.0	0.0	0.010526315789473684	0.0	0.0	0.0	0.15151515151515152	0.0	0.0	0.005847953216374269	0.0	0.0	0.1073170731707317	0.0	0.15517241379310345	0.0	1.0	0.3	0.0	0.0	0.0	0.0	36.0	270.0	41.0	60.0	164.0	46.0	19.0	34.0	32.0	24.0	29.0	95.0	33.0	21.0	44.0	33.0	256.0	34.0	171.0	44.0	55.0	205.0	53.0	58.0	38.0	18.0	30.0	53.0	177.0	102.0	35.0
chr19	38442392	38442515	chr19	38442392	38442514	0.0	0.020289855072463767	0.0	0.0	0.00510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.03636363636363636	0.0	0.0	0.01818181818181818	0.3888888888888889	0.0	0.0	0.03773584905660377	0.0	0.6901408450704225	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.017857142857142856	0.004132231404958678	0.0	0.0	57.0	345.0	52.0	55.0	196.0	74.0	27.0	24.0	37.0	38.0	45.0	110.0	43.0	43.0	55.0	36.0	276.0	27.0	265.0	47.0	71.0	241.0	57.0	73.0	39.0	38.0	47.0	56.0	242.0	125.0	32.0
chr19	38443592	38443789	chr19	38443592	38443788	0.0	0.0027548209366391185	0.0	0.0	0.0024271844660194173	0.08284023668639054	0.0	0.0	0.0	0.0	0.0	0.7556390977443609	0.031578947368421054	0.0	0.027972027972027972	0.11956521739130435	0.0	0.0	0.0	0.0	0.0	0.027196652719665274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	726.0	125.0	124.0	412.0	169.0	77.0	74.0	83.0	87.0	75.0	266.0	95.0	98.0	143.0	92.0	691.0	78.0	494.0	104.0	135.0	478.0	135.0	145.0	112.0	72.0	99.0	139.0	465.0	285.0	89.0
chr19	38469341	38469927	chr19	38469341	38469926	0.017241379310344827	0.021400778210116732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018518518518518517	0.0	0.0	0.0	0.16981132075471697	0.0	0.0	0.025974025974025976	0.0	0.9215686274509803	0.031161473087818695	0.15555555555555556	0.011235955056179775	0.0	0.0	0.015384615384615385	0.0	0.0	0.0	0.0	58.0	514.0	69.0	85.0	216.0	85.0	51.0	26.0	44.0	39.0	62.0	162.0	59.0	62.0	83.0	53.0	458.0	61.0	308.0	58.0	102.0	353.0	90.0	89.0	58.0	41.0	65.0	90.0	279.0	170.0	56.0
chr19	38540407	38540518	chr19	38540407	38540517	0.0	0.031026252983293555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16923076923076924	0.0	0.0	0.05925925925925926	0.01694915254237288	0.9560439560439561	0.0035211267605633804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	419.0	76.0	67.0	187.0	87.0	41.0	25.0	36.0	38.0	46.0	126.0	41.0	56.0	65.0	65.0	368.0	38.0	270.0	59.0	91.0	284.0	60.0	91.0	55.0	47.0	60.0	80.0	272.0	137.0	46.0
chr19	38604470	38604851	chr19	38604470	38604850	0.0	0.009554140127388535	0.0	0.0	0.16083916083916083	0.0	0.0	0.0	0.034482758620689655	0.4642857142857143	0.9333333333333333	0.0	0.0	0.0	0.0	0.23529411764705882	0.0035842293906810036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	314.0	49.0	44.0	143.0	54.0	29.0	23.0	29.0	28.0	45.0	106.0	30.0	29.0	60.0	51.0	279.0	33.0	228.0	46.0	53.0	240.0	62.0	71.0	45.0	34.0	35.0	68.0	176.0	126.0	34.0
chr19	38613462	38613753	chr19	38613462	38613752	0.0	0.0024154589371980675	0.0	0.0	0.1461864406779661	0.0	0.014084507042253521	0.03125	0.3170731707317073	0.42105263157894735	0.9836065573770492	0.0	0.0	0.0	0.0	0.6347826086956522	0.0	0.0	0.001838235294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005366726296958855	0.0	0.0	114.0	828.0	112.0	135.0	472.0	199.0	71.0	64.0	82.0	114.0	122.0	279.0	97.0	91.0	171.0	115.0	818.0	87.0	544.0	100.0	148.0	640.0	156.0	171.0	109.0	89.0	130.0	191.0	559.0	331.0	91.0
chr19	38631207	38631393	chr19	38631207	38631392	0.0	0.0	0.0	0.04918032786885246	0.0514018691588785	0.0	0.0	0.0	0.0	0.02702702702702703	0.0	0.009433962264150943	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.006779661016949152	0.010638297872340425	0.0	0.0	0.125	0.7246376811594203	0.014084507042253521	0.0	0.0	0.0	49.0	377.0	58.0	61.0	214.0	97.0	37.0	22.0	35.0	37.0	53.0	106.0	32.0	48.0	82.0	48.0	330.0	35.0	236.0	55.0	63.0	295.0	94.0	72.0	55.0	32.0	69.0	71.0	248.0	136.0	40.0
chr19	38695129	38695461	chr19	38695129	38695460	0.0	0.0024154589371980675	0.0	0.0	0.004761904761904762	0.0	0.0	0.045454545454545456	0.18	0.14285714285714285	0.9	0.0	0.0	0.0	0.0	0.11904761904761904	0.002890173410404624	0.0	0.0	0.0	0.0	0.0037174721189591076	0.0	0.0	0.0	0.0	0.0	0.0	0.008968609865470852	0.016129032258064516	0.0	45.0	414.0	64.0	74.0	210.0	85.0	32.0	22.0	50.0	42.0	50.0	123.0	48.0	36.0	59.0	42.0	346.0	33.0	254.0	43.0	59.0	269.0	53.0	78.0	44.0	44.0	39.0	74.0	223.0	124.0	36.0
chr19	39113527	39113685	chr19	39113527	39113684	0.26666666666666666	0.012987012987012988	0.05263157894736842	0.0	0.0	0.038461538461538464	0.0	0.0	0.2	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.06666666666666667	0.6363636363636364	0.0	0.057971014492753624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	77.0	19.0	15.0	40.0	26.0	8.0	6.0	10.0	14.0	7.0	31.0	8.0	7.0	19.0	7.0	68.0	4.0	60.0	11.0	15.0	69.0	19.0	20.0	10.0	11.0	9.0	15.0	50.0	31.0	11.0
chr19	39180343	39180417	chr19	39180343	39180416	0.0	0.0035335689045936395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02702702702702703	0.03333333333333333	0.9565217391304348	0.0	0.0	0.39215686274509803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	283.0	41.0	42.0	144.0	61.0	18.0	25.0	27.0	37.0	30.0	115.0	28.0	34.0	51.0	38.0	213.0	37.0	179.0	40.0	48.0	188.0	52.0	55.0	39.0	17.0	36.0	59.0	163.0	96.0	24.0
chr19	39190657	39190829	chr19	39190657	39190828	0.5106382978723404	0.7085714285714285	0.4339622641509434	0.0	0.20625	0.015873015873015872	0.0	0.0	0.0	0.0	0.0	0.14545454545454545	0.0	0.0	0.02	0.0	0.0	0.0	0.023696682464454975	0.0	0.0	0.0	0.01694915254237288	0.09523809523809523	0.0425531914893617	0.0	0.3	0.0625	0.022321428571428572	0.009615384615384616	0.021739130434782608	47.0	350.0	53.0	59.0	160.0	63.0	17.0	20.0	32.0	30.0	28.0	110.0	46.0	42.0	50.0	40.0	267.0	20.0	211.0	47.0	42.0	249.0	59.0	63.0	47.0	35.0	40.0	64.0	224.0	104.0	46.0
chr19	39350307	39350342	chr19	39350307	39350341	0.05	0.06451612903225806	0.07272727272727272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06956521739130435	0.0	0.14	0.0	0.10204081632653061	0.005934718100890208	0.0	0.013761467889908258	0.0	0.014084507042253521	0.0045662100456621	0.0	0.0	0.027777777777777776	0.0	0.0	0.016666666666666666	0.0	0.009174311926605505	0.9824561403508771	60.0	372.0	55.0	57.0	186.0	59.0	39.0	38.0	38.0	37.0	41.0	115.0	40.0	50.0	67.0	49.0	337.0	36.0	218.0	43.0	71.0	219.0	54.0	56.0	36.0	30.0	50.0	60.0	205.0	109.0	57.0
chr19	39408537	39408623	chr19	39408537	39408622	0.09090909090909091	0.06845238095238096	0.02	0.0	0.0	0.0	0.0	0.14705882352941177	0.03333333333333333	0.0	0.0	0.012987012987012988	0.0	0.0	0.03333333333333333	0.04081632653061224	0.0	0.0	0.004366812227074236	0.0	0.0	0.031746031746031744	0.0	0.0	0.0	0.024390243902439025	0.05555555555555555	0.0	0.0	0.1111111111111111	0.6222222222222222	44.0	336.0	50.0	51.0	141.0	61.0	20.0	34.0	30.0	40.0	43.0	77.0	40.0	28.0	60.0	49.0	310.0	27.0	229.0	54.0	57.0	252.0	61.0	65.0	50.0	41.0	54.0	69.0	195.0	135.0	45.0
chr19	39529369	39529595	chr19	39529369	39529594	0.0	0.012422360248447204	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.11267605633802817	0.0022935779816513763	0.0	0.00684931506849315	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.03508771929824561	0.01020408163265306	0.0	0.005988023952095809	0.0	63.0	483.0	88.0	81.0	244.0	100.0	45.0	33.0	39.0	40.0	50.0	200.0	56.0	75.0	80.0	71.0	436.0	49.0	292.0	57.0	101.0	305.0	69.0	85.0	57.0	52.0	57.0	98.0	253.0	167.0	64.0
chr19	39673525	39673720	chr19	39673525	39673719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15151515151515152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8814814814814815	0.011494252873563218	0.0	35.0	246.0	28.0	60.0	118.0	52.0	14.0	21.0	31.0	17.0	30.0	91.0	31.0	25.0	45.0	33.0	234.0	25.0	145.0	43.0	46.0	159.0	32.0	56.0	40.0	31.0	45.0	45.0	135.0	87.0	28.0
chr19	39691012	39691058	chr19	39691012	39691057	0.013888888888888888	0.014084507042253521	0.0	0.0	0.00510204081632653	0.011363636363636364	0.0	0.975	0.0	0.0	0.0	0.0	0.0	0.0	0.014705882352941176	0.12280701754385964	0.0	0.0	0.0	0.024390243902439025	0.0	0.0035211267605633804	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.005988023952095809	0.0	72.0	426.0	62.0	65.0	196.0	88.0	38.0	80.0	44.0	45.0	72.0	139.0	60.0	46.0	68.0	57.0	357.0	25.0	282.0	41.0	75.0	284.0	62.0	85.0	50.0	45.0	48.0	83.0	220.0	167.0	37.0
chr19	39691204	39691581	chr19	39691204	39691580	0.0	0.01856763925729443	0.0	0.008333333333333333	0.005235602094240838	0.0	0.0	0.9858156028368794	0.0	0.01282051282051282	0.0	0.03529411764705882	0.0	0.00847457627118644	0.008064516129032258	0.13592233009708737	0.004484304932735426	0.0	0.0	0.009900990099009901	0.0	0.01098901098901099	0.018633540372670808	0.0	0.0	0.0	0.0	0.0	0.0	0.006269592476489028	0.011494252873563218	128.0	754.0	125.0	120.0	382.0	163.0	69.0	141.0	79.0	78.0	88.0	255.0	80.0	118.0	124.0	103.0	669.0	66.0	509.0	101.0	165.0	546.0	161.0	115.0	98.0	66.0	112.0	155.0	407.0	319.0	87.0
chr19	39692864	39692936	chr19	39692864	39692935	0.0	0.006006006006006006	0.0	0.0	0.0	0.012987012987012988	0.0	0.9454545454545454	0.0	0.0	0.0	0.00909090909090909	0.0	0.0	0.0392156862745098	0.17142857142857143	0.007067137809187279	0.0	0.0	0.0	0.0	0.0044444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041666666666666664	0.0	47.0	333.0	49.0	58.0	144.0	77.0	17.0	55.0	31.0	33.0	43.0	110.0	36.0	29.0	51.0	35.0	283.0	27.0	235.0	48.0	72.0	225.0	65.0	53.0	42.0	34.0	57.0	64.0	172.0	120.0	42.0
chr19	39766778	39767161	chr19	39766778	39767160	0.0	0.00859106529209622	0.0	0.0	0.0	0.007042253521126761	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.031746031746031744	0.0	0.3	0.0034904013961605585	0.0	0.01020408163265306	0.0	0.0	0.9031007751937985	0.20512820512820512	0.016666666666666666	0.0	0.0	0.013513513513513514	0.008771929824561403	0.002824858757062147	0.036885245901639344	0.0	69.0	582.0	91.0	113.0	296.0	142.0	50.0	45.0	58.0	50.0	62.0	179.0	60.0	63.0	94.0	100.0	573.0	71.0	392.0	83.0	125.0	516.0	117.0	120.0	81.0	58.0	74.0	114.0	354.0	244.0	75.0
chr19	39871235	39871722	chr19	39871235	39871721	0.017699115044247787	0.0012706480304955528	0.0	0.0	0.007692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.0	0.0	0.0	0.0	0.009124087591240875	0.02127659574468085	0.0	0.0	0.0125	0.7105263157894737	0.0	0.0	0.0	0.01282051282051282	113.0	787.0	136.0	131.0	390.0	173.0	75.0	79.0	64.0	70.0	61.0	248.0	85.0	76.0	133.0	114.0	679.0	75.0	443.0	111.0	137.0	548.0	141.0	135.0	102.0	80.0	114.0	161.0	452.0	285.0	78.0
chr19	39913646	39914303	chr19	39913646	39914302	0.006622516556291391	0.007736943907156673	0.0	0.0055248618784530384	0.05263157894736842	0.0	0.0	0.0	0.0	0.00909090909090909	0.009009009009009009	0.0	0.0	0.0	0.0	0.05223880597014925	0.0	0.0	0.0	0.0	0.0	0.06542056074766354	0.0	0.010416666666666666	0.0	0.2713178294573643	0.8789808917197452	0.0	0.0030534351145038168	0.013333333333333334	0.007518796992481203	151.0	1034.0	186.0	181.0	513.0	213.0	91.0	100.0	76.0	110.0	111.0	325.0	125.0	128.0	189.0	134.0	886.0	97.0	642.0	142.0	193.0	749.0	176.0	192.0	134.0	129.0	157.0	211.0	655.0	375.0	133.0
chr19	39941770	39942275	chr19	39941770	39942274	0.0	0.0	0.0	0.0	0.0	0.9395973154362416	0.0	0.0	0.0	0.0	0.0	0.0213903743315508	0.0	0.0	0.0	0.027777777777777776	0.0	0.0	0.0026595744680851063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	574.0	98.0	81.0	284.0	149.0	49.0	61.0	47.0	50.0	51.0	187.0	61.0	61.0	98.0	72.0	529.0	64.0	376.0	81.0	90.0	407.0	96.0	102.0	73.0	54.0	84.0	139.0	366.0	230.0	70.0
chr19	39956364	39957253	chr19	39956364	39957252	0.00819672131147541	0.0	0.0	0.0	0.0021141649048625794	0.0	0.0	0.0	0.0	0.017391304347826087	0.009433962264150943	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0043859649122807015	0.0	0.0	0.0	0.023255813953488372	0.8413793103448276	0.0	0.0	0.005780346820809248	0.0	122.0	979.0	160.0	147.0	473.0	176.0	86.0	84.0	81.0	115.0	106.0	330.0	102.0	101.0	168.0	112.0	842.0	79.0	613.0	133.0	194.0	684.0	169.0	190.0	129.0	86.0	145.0	168.0	586.0	346.0	110.0
chr19	40778297	40778684	chr19	40778297	40778683	0.0	0.002912621359223301	0.0	0.24861878453038674	0.7531531531531531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008264462809917356	0.0	0.061946902654867256	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.006622516556291391	0.0	0.0032948929159802307	0.0	0.0	139.0	1030.0	142.0	181.0	555.0	208.0	99.0	90.0	105.0	108.0	109.0	280.0	115.0	121.0	183.0	113.0	937.0	106.0	650.0	107.0	174.0	625.0	187.0	217.0	148.0	113.0	151.0	225.0	607.0	364.0	129.0
chr19	40828735	40829766	chr19	40828735	40829765	0.0	0.001081081081081081	0.0	0.0	0.015555555555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01904761904761905	0.0	0.0	0.0018083182640144665	0.0	0.0	0.0136986301369863	0.0	0.0	0.0	0.5882352941176471	0.31746031746031744	0.0	0.0	0.0	0.0	112.0	925.0	157.0	160.0	450.0	207.0	80.0	72.0	87.0	102.0	113.0	298.0	112.0	102.0	140.0	105.0	842.0	90.0	553.0	129.0	155.0	657.0	149.0	155.0	135.0	102.0	126.0	191.0	514.0	331.0	103.0
chr19	40869709	40870176	chr19	40869709	40870175	0.057971014492753624	0.0015128593040847202	0.0	0.0	0.19941348973607037	0.0	0.0	0.0	0.0	0.0136986301369863	0.0	0.0	0.0	0.0	0.0	0.1728395061728395	0.0017825311942959	0.0	0.6514522821576764	0.04819277108433735	0.009345794392523364	0.004629629629629629	0.0	0.0	0.0	0.0	0.0	0.007407407407407408	0.0	0.0	0.0	69.0	661.0	92.0	82.0	341.0	120.0	48.0	27.0	64.0	73.0	85.0	197.0	73.0	72.0	108.0	81.0	561.0	53.0	482.0	83.0	107.0	432.0	125.0	119.0	84.0	69.0	106.0	135.0	392.0	237.0	79.0
chr19	41137189	41137368	chr19	41137189	41137367	0.027777777777777776	0.033210332103321034	0.0196078431372549	0.0	0.0	0.046875	0.0	0.05263157894736842	0.06666666666666667	0.08	0.0	0.0	0.0	0.0	0.09302325581395349	0.07142857142857142	0.0040650406504065045	0.0	0.006060606060606061	0.0	0.0	0.6390243902439025	0.125	0.021739130434782608	0.0	0.025	0.0	0.018867924528301886	0.02857142857142857	0.01652892561983471	0.0	36.0	271.0	51.0	49.0	138.0	64.0	24.0	19.0	30.0	25.0	28.0	86.0	32.0	30.0	43.0	28.0	246.0	19.0	165.0	52.0	50.0	205.0	56.0	46.0	32.0	40.0	34.0	53.0	140.0	121.0	35.0
chr19	41238915	41239115	chr19	41238915	41239114	0.0	0.026143790849673203	0.016129032258064516	0.0	0.0	0.017543859649122806	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.21739130434782608	0.0	0.038461538461538464	0.02512562814070352	0.9803921568627451	0.0	0.0	0.018867924528301886	0.0	0.0	0.0	0.02127659574468085	0.0	0.00975609756097561	0.0	0.0	33.0	306.0	62.0	46.0	169.0	57.0	30.0	24.0	19.0	28.0	32.0	90.0	37.0	40.0	46.0	46.0	268.0	26.0	199.0	51.0	61.0	221.0	53.0	41.0	38.0	31.0	47.0	68.0	205.0	109.0	41.0
chr19	41282371	41282679	chr19	41282371	41282678	0.0	0.003424657534246575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010638297872340425	0.0	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.0	0.06779661016949153	0.0053475935828877	0.018867924528301886	0.0	0.0	0.0	0.9473684210526315	0.0	0.012048192771084338	0.0	0.0	27.0	292.0	45.0	55.0	165.0	51.0	24.0	41.0	33.0	35.0	34.0	94.0	37.0	28.0	42.0	36.0	236.0	27.0	186.0	43.0	59.0	187.0	53.0	58.0	43.0	29.0	57.0	60.0	166.0	94.0	42.0
