# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr19	11347512	11347634	chr19	11347512	11347633	0.88	0.96	0.99	0.99	0.99	0.12	0.99	0.96	0.99	0.99	1.0	0.95	1.0	0.87	0.99	0.8	0.98	0.99	0.97	0.99	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.98	0.98	0.99	0.99
chr19	11350526	11351231	chr19	11350526	11351230	0.93	0.97	0.98	0.96	0.97	0.19	0.98	0.96	0.98	0.97	0.98	0.93	0.98	0.98	0.97	0.73	0.95	0.96	0.96	0.97	0.97	0.97	0.97	0.98	0.97	0.83	0.97	0.97	0.97	0.97	0.97
chr19	11364110	11364456	chr19	11364110	11364455	0.53	0.35	0.91	0.89	0.89	0.98	0.98	0.97	0.93	0.97	0.97	0.96	0.94	0.94	0.97	0.74	0.94	0.97	0.96	0.96	0.96	0.95	0.95	0.97	0.97	0.99	0.96	0.94	0.95	0.98	0.98
chr19	11437745	11438133	chr19	11437745	11438132	0.94	0.93	0.96	0.9	0.75	0.96	0.97	0.95	0.17	0.44	0.87	0.96	0.97	0.96	0.95	0.57	0.96	0.95	0.9	0.6	0.94	0.95	0.95	0.97	0.96	0.96	0.97	0.96	0.95	0.95	0.93
chr19	11466792	11467057	chr19	11466792	11467056	0.8	0.85	0.87	0.54	0.23	0.92	0.85	0.89	0.76	0.79	0.74	0.9	0.85	0.9	0.72	0.83	0.92	0.92	0.94	0.95	0.92	0.84	0.81	0.86	0.89	0.85	0.74	0.85	0.89	0.84	0.83
chr19	11537719	11537908	chr19	11537719	11537907	0.96	0.99	0.99	0.99	0.95	0.98	1.0	0.99	1.0	0.99	1.0	0.99	0.99	0.99	0.99	0.81	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	1.0	0.8	0.28	0.99	0.99	0.99	0.98
chr19	11548894	11549203	chr19	11548894	11549202	0.94	0.95	0.96	0.97	0.88	0.97	0.97	0.96	0.94	0.95	0.96	0.97	0.97	0.97	0.97	0.88	0.96	0.96	0.88	0.97	0.25	0.95	0.96	0.97	0.97	0.96	0.88	0.97	0.95	0.96	0.95
chr19	11630204	11630292	chr19	11630204	11630291	0.97	0.98	0.98	0.99	0.99	0.99	0.98	0.98	0.98	0.98	0.98	0.99	0.98	0.99	0.99	0.86	0.98	0.99	0.99	0.99	0.98	0.26	0.86	0.97	0.97	0.96	0.99	0.97	0.98	0.98	0.98
chr19	11707037	11707247	chr19	11707037	11707246	0.61	0.32	0.95	0.96	0.97	0.95	0.97	0.83	0.95	0.96	0.95	0.97	0.96	0.97	0.98	0.88	0.98	0.98	0.95	0.94	0.98	0.93	0.97	0.97	0.97	0.96	0.94	0.96	0.96	0.97	0.96
chr19	11710635	11710773	chr19	11710635	11710772	0.96	0.94	0.97	0.98	0.98	0.98	0.99	0.98	0.98	0.99	0.98	0.98	0.98	0.98	0.99	0.88	0.81	0.95	0.83	0.92	0.12	0.97	0.98	0.99	0.98	0.99	0.98	0.98	0.98	0.98	0.96
chr19	11926770	11927571	chr19	11926770	11927570	0.97	0.96	0.97	0.96	0.96	0.98	0.97	0.73	0.98	0.97	0.97	0.95	0.96	0.97	0.95	0.63	0.96	0.97	0.98	0.97	0.97	0.9	0.87	0.79	0.15	0.93	0.97	0.93	0.81	0.97	0.96
chr19	11995438	11995541	chr19	11995438	11995540	0.81	0.88	0.95	0.74	0.94	0.97	0.95	0.85	0.88	0.93	0.89	0.94	0.95	0.95	0.59	0.77	0.94	0.95	0.96	0.96	0.94	0.87	0.67	0.89	0.9	0.83	0.94	0.92	0.15	0.83	0.81
chr19	11995925	11996155	chr19	11995925	11996154	0.98	0.96	0.95	0.97	0.97	0.97	0.96	0.89	0.95	0.95	0.9	0.95	0.97	0.98	0.97	0.78	0.97	0.96	0.97	0.96	0.98	0.93	0.97	0.97	0.98	0.97	0.96	0.97	0.13	0.97	0.97
chr19	12097704	12097851	chr19	12097704	12097850	0.99	0.99	1.0	0.99	1.0	0.99	1.0	0.99	0.99	1.0	0.99	0.99	0.99	0.99	0.99	0.96	1.0	1.0	0.98	0.33	1.0	0.99	0.99	1.0	1.0	1.0	1.0	0.99	0.99	0.99	0.99
chr19	12269297	12269551	chr19	12269297	12269550	0.98	0.98	0.98	0.99	0.99	0.99	0.97	0.93	0.98	0.96	0.95	0.98	0.97	0.96	0.96	0.89	0.98	0.97	0.98	0.99	0.97	0.97	0.96	0.98	0.97	0.97	1.0	0.56	0.09	0.87	0.96
chr19	12416505	12416750	chr19	12416505	12416749	0.94	0.95	0.97	0.94	0.96	0.97	0.86	0.91	0.97	0.96	0.97	0.97	0.93	0.94	0.96	0.73	0.93	0.94	0.96	0.96	0.95	0.94	0.94	0.95	0.94	0.94	0.93	0.93	0.16	0.96	0.95
chr19	12497430	12498214	chr19	12497430	12498213	0.82	0.92	0.93	0.92	0.93	0.86	0.31	0.92	0.9	0.92	0.92	0.78	0.92	0.92	0.93	0.7	0.86	0.92	0.91	0.77	0.91	0.91	0.92	0.94	0.91	0.93	0.92	0.93	0.92	0.93	0.91
chr19	12663795	12663860	chr19	12663795	12663859	0.94	0.95	0.7	0.97	0.97	0.98	0.96	0.96	0.97	0.94	0.97	0.93	0.97	0.98	0.95	0.84	0.94	0.31	0.96	0.97	0.97	0.96	0.94	0.9	0.84	0.89	0.83	0.88	0.95	0.96	0.97
chr19	12701923	12702204	chr19	12701923	12702203	0.97	0.97	0.97	0.96	0.98	0.99	0.97	0.96	0.97	0.97	0.96	0.8	0.11	0.97	0.97	0.78	0.98	0.98	0.98	0.97	0.99	0.96	0.96	0.98	0.97	0.95	0.93	0.98	0.98	0.98	0.98
chr19	12771696	12772078	chr19	12771696	12772077	0.97	0.98	0.98	0.12	0.96	0.99	0.98	0.97	0.98	0.93	0.96	0.98	0.97	0.97	0.75	0.82	0.98	0.98	0.99	0.98	0.99	0.98	0.98	0.99	0.99	0.99	0.98	0.97	0.98	0.99	0.99
chr19	12910878	12911053	chr19	12910878	12911052	0.95	0.95	0.87	0.96	0.92	0.97	0.92	0.86	0.87	0.92	0.96	0.93	0.97	0.95	0.96	0.19	0.97	0.96	0.97	0.99	0.98	0.92	0.92	0.92	0.95	0.97	0.94	0.95	0.92	0.95	0.93
chr19	12997745	12997943	chr19	12997745	12997942	0.89	0.87	0.96	0.96	0.98	0.97	0.95	0.97	0.94	0.97	0.98	0.94	0.97	0.96	0.94	0.09	0.97	0.94	0.96	0.95	0.95	0.95	0.93	0.95	0.89	0.98	0.96	0.96	0.93	0.9	0.92
chr19	13216591	13217134	chr19	13216591	13217133	0.99	0.97	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.95	0.99	0.99	0.96	0.91	0.42	0.98	0.98	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99
chr19	13303264	13303395	chr19	13303264	13303394	0.97	0.97	0.99	0.97	0.98	0.12	0.98	0.95	0.98	0.98	0.97	0.98	0.97	0.99	0.87	0.71	0.99	1.0	0.98	0.98	0.99	0.85	0.94	0.96	0.91	0.96	0.98	0.95	0.93	0.81	0.83
chr19	13692447	13692513	chr19	13692447	13692512	0.96	0.95	0.98	0.51	0.96	0.96	0.98	0.9	0.96	0.97	0.98	0.86	0.79	0.54	0.22	0.74	0.95	0.94	0.97	0.99	0.95	0.9	0.95	0.97	0.98	0.98	0.97	0.96	0.95	0.98	0.98
chr19	13830748	13830839	chr19	13830748	13830838	0.95	0.96	0.97	0.98	0.98	0.95	0.97	0.87	0.98	0.97	0.97	0.97	0.96	0.97	0.98	0.09	0.97	0.97	0.98	0.98	0.98	0.97	0.95	0.97	0.97	0.98	0.98	0.96	0.96	0.97	0.98
chr19	13879657	13880041	chr19	13879657	13880040	0.96	0.97	0.97	0.96	0.86	0.94	0.96	0.97	0.9	0.93	0.95	0.37	0.96	0.97	0.97	0.86	0.98	0.98	0.98	0.98	0.98	0.97	0.96	0.97	0.98	0.97	0.97	0.96	0.97	0.97	0.98
chr19	13997071	13997271	chr19	13997071	13997270	0.93	0.95	0.97	0.98	0.97	0.95	0.95	0.98	0.95	0.98	0.96	0.96	0.96	0.99	0.98	0.72	0.75	0.13	0.67	0.49	0.75	0.95	0.96	0.96	0.97	0.97	0.93	0.98	0.96	0.97	0.97
chr19	14005725	14006214	chr19	14005725	14006213	0.96	0.95	0.96	0.93	0.98	0.98	0.78	0.95	0.92	0.94	0.95	0.96	0.95	0.96	0.96	0.8	0.94	0.95	0.97	0.98	0.95	0.91	0.95	0.95	0.95	0.88	0.8	0.95	0.96	0.24	0.82
chr19	14040365	14040420	chr19	14040365	14040419	0.99	0.95	0.99	0.97	0.99	0.99	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	1.0	0.94	0.99	1.0	0.99	1.0	0.98	0.99	0.88	0.97	1.0	0.98	0.2	0.98	0.99	0.99	1.0
chr19	14040780	14041351	chr19	14040780	14041350	0.99	0.99	1.0	0.97	0.94	1.0	0.99	1.0	0.98	0.99	0.98	1.0	1.0	0.98	1.0	0.97	0.99	1.0	1.0	0.98	1.0	0.98	0.98	0.99	0.99	0.97	0.13	0.99	1.0	0.99	1.0
chr19	14085501	14085729	chr19	14085501	14085728	0.94	0.94	0.93	0.96	0.95	0.94	0.93	0.87	0.89	0.88	0.79	0.94	0.96	0.96	0.95	0.83	0.95	0.95	0.96	0.96	0.96	0.86	0.8	0.96	0.97	0.95	0.89	0.91	0.94	0.77	0.3
chr19	14104486	14104885	chr19	14104486	14104884	0.78	0.85	0.92	0.78	0.41	0.95	0.93	0.88	0.81	0.72	0.65	0.93	0.94	0.96	0.93	0.73	0.88	0.77	0.93	0.91	0.91	0.86	0.87	0.93	0.92	0.95	0.9	0.95	0.93	0.92	0.93
chr19	14157258	14157464	chr19	14157258	14157463	0.94	0.95	0.96	0.95	0.94	0.98	0.97	0.94	0.93	0.92	0.92	0.78	0.23	0.97	0.96	0.77	0.97	0.97	0.97	0.93	0.79	0.95	0.95	0.97	0.96	0.97	0.97	0.95	0.95	0.96	0.96
chr19	14253915	14254072	chr19	14253915	14254071	0.96	0.96	0.86	0.98	0.98	0.98	0.97	0.92	0.97	0.93	0.96	0.97	0.97	0.95	0.98	0.11	0.97	0.98	0.97	0.97	0.97	0.97	0.96	0.98	0.96	0.97	0.98	0.96	0.95	0.97	0.97
chr19	14314664	14314865	chr19	14314664	14314864	0.96	0.99	0.99	0.95	0.14	1.0	1.0	0.99	0.99	1.0	0.98	1.0	1.0	1.0	0.99	0.84	0.99	1.0	0.99	1.0	0.99	0.99	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	0.99
chr19	14389448	14389575	chr19	14389448	14389574	0.74	0.91	0.96	0.99	0.97	0.92	0.94	0.9	0.97	0.93	0.9	0.24	0.97	0.94	0.9	0.76	0.97	0.97	0.98	0.99	0.98	0.97	0.97	0.94	0.91	0.98	0.98	0.96	0.97	0.97	0.96
chr19	14534782	14534887	chr19	14534782	14534886	0.78	0.97	0.96	0.96	0.97	0.94	0.95	0.88	0.92	0.94	0.95	0.94	0.86	0.98	0.95	0.88	0.98	0.98	0.27	0.97	0.91	0.91	0.94	0.97	0.85	0.95	0.97	0.94	0.97	0.97	0.91
chr19	14602616	14602835	chr19	14602616	14602834	0.94	0.96	0.98	0.98	0.99	0.99	0.99	0.99	0.99	0.97	0.99	0.95	0.98	0.61	0.73	0.6	0.98	0.99	0.99	0.99	0.99	0.92	0.96	0.96	0.95	0.99	0.99	0.98	0.98	0.13	0.57
chr19	14688401	14688736	chr19	14688401	14688735	0.92	0.92	0.94	0.96	0.97	0.94	0.96	0.88	0.9	0.88	0.87	0.85	0.95	0.92	0.96	0.72	0.94	0.94	0.94	0.95	0.18	0.94	0.96	0.92	0.95	0.95	0.97	0.93	0.92	0.94	0.94
chr19	14694989	14695196	chr19	14694989	14695195	0.96	0.94	0.97	0.97	0.98	0.91	0.98	0.85	0.88	0.86	0.83	0.91	0.91	0.97	0.96	0.71	0.97	0.99	0.96	0.99	0.14	0.96	0.98	0.98	0.98	0.94	0.99	0.95	0.96	0.99	0.99
chr19	15237711	15237834	chr19	15237711	15237833	0.69	0.87	0.97	0.69	0.85	0.94	0.94	0.95	0.96	0.95	0.95	0.97	0.94	0.97	0.93	0.92	0.97	0.97	0.98	0.97	0.97	0.93	0.95	0.9	0.87	0.33	0.81	0.96	0.96	0.96	0.93
chr19	15717939	15718120	chr19	15717939	15718121	0.97	0.9	0.9	0.89	0.94	0.96	0.94	0.93	0.86	0.83	0.9	0.31	0.63	0.78	0.7	0.65	0.95	0.94	0.94	0.9	0.97	0.9	0.93	0.97	0.96	0.98	0.96	0.91	0.95	0.9	0.87
chr19	15941896	15942159	chr19	15941896	15942158	0.95	0.95	0.96	0.98	0.98	0.97	0.96	0.87	0.96	0.92	0.88	0.97	0.97	0.74	0.13	0.81	0.96	0.96	0.97	0.98	0.95	0.97	0.98	0.98	0.98	0.88	0.87	0.98	0.98	0.97	0.95
chr19	16483479	16483938	chr19	16483479	16483937	0.93	0.93	0.93	0.93	0.94	0.95	0.94	0.93	0.93	0.92	0.94	0.92	0.94	0.95	0.94	0.79	0.86	0.57	0.94	0.94	0.92	0.93	0.94	0.92	0.85	0.88	0.94	0.93	0.92	0.91	0.93
chr19	16487627	16487726	chr19	16487627	16487725	0.9	0.9	0.79	0.9	0.89	0.94	0.89	0.94	0.85	0.87	0.94	0.93	0.93	0.92	0.94	0.78	0.87	0.81	0.9	0.88	0.87	0.85	0.78	0.88	0.88	0.9	0.31	0.86	0.77	0.89	0.85
chr19	16495863	16496031	chr19	16495863	16496030	0.96	0.97	0.2	0.98	0.93	0.96	0.97	0.94	0.93	0.93	0.95	0.98	0.86	0.99	0.98	0.83	0.98	0.99	0.98	0.98	0.97	0.97	0.97	0.98	0.99	0.98	0.97	0.97	0.98	0.98	0.98
chr19	16554451	16554748	chr19	16554451	16554747	0.99	0.97	0.98	0.98	0.99	0.98	0.96	0.98	0.99	0.99	0.99	0.98	0.98	0.98	0.94	0.85	0.98	0.99	0.91	0.98	0.09	0.98	0.99	0.99	0.98	0.99	0.99	0.99	0.99	0.96	0.99
chr19	16618101	16618215	chr19	16618101	16618214	0.96	0.97	0.89	0.99	0.96	0.97	0.97	0.97	0.96	0.98	0.96	0.98	0.99	0.97	0.98	0.79	0.97	0.98	0.98	0.98	0.98	0.97	0.96	0.98	0.98	0.92	0.17	0.99	0.97	0.98	0.96
chr19	16662078	16662426	chr19	16662078	16662425	0.94	0.95	0.95	0.94	0.95	0.97	0.93	0.95	0.91	0.81	0.83	0.95	0.32	0.97	0.91	0.88	0.93	0.95	0.96	0.94	0.95	0.9	0.9	0.9	0.93	0.95	0.94	0.89	0.94	0.96	0.96
chr19	17097506	17097732	chr19	17097506	17097731	0.89	0.95	0.97	0.94	0.96	0.94	0.97	0.91	0.94	0.96	0.89	0.92	0.96	0.94	0.74	0.68	0.95	0.95	0.98	0.95	0.97	0.82	0.97	0.27	0.98	0.7	0.9	0.97	0.94	0.95	0.93
chr19	17172191	17172454	chr19	17172191	17172453	0.95	0.97	0.96	0.96	0.97	0.97	0.98	0.95	0.97	0.94	0.97	0.97	0.96	0.97	0.97	0.96	0.97	0.98	0.96	0.97	0.97	0.89	0.97	0.97	0.75	0.98	0.96	0.98	0.96	0.07	0.43
chr19	17441649	17441933	chr19	17441649	17441932	0.93	0.95	0.97	0.96	0.96	0.95	0.95	0.93	0.93	0.93	0.96	0.83	0.97	0.95	0.94	0.7	0.94	0.94	0.94	0.92	0.9	0.89	0.92	0.95	0.91	0.97	0.96	0.95	0.95	0.85	0.32
chr19	17638466	17638987	chr19	17638466	17638986	0.95	0.95	0.96	0.97	0.97	0.92	0.95	0.87	0.93	0.93	0.91	0.95	0.96	0.94	0.84	0.74	0.97	0.97	0.95	0.96	0.36	0.93	0.94	0.95	0.96	0.96	0.96	0.94	0.95	0.93	0.94
chr19	18218837	18219018	chr19	18218837	18219017	0.94	0.93	0.94	0.96	0.8	0.95	0.96	0.93	0.95	0.94	0.96	0.88	0.92	0.96	0.95	0.69	0.94	0.97	0.89	0.89	0.23	0.88	0.83	0.96	0.94	0.96	0.96	0.66	0.96	0.94	0.89
chr19	18306594	18306699	chr19	18306594	18306698	0.96	0.97	0.98	0.96	0.89	0.25	0.95	0.97	0.98	0.96	0.98	0.97	0.98	0.94	0.95	0.88	0.98	0.98	0.98	0.99	0.98	0.95	0.95	0.98	0.97	0.95	0.98	0.98	0.95	0.95	0.96
chr19	18313276	18313355	chr19	18313276	18313354	0.95	0.98	0.86	0.96	0.11	1.0	0.97	0.93	0.9	0.95	0.96	0.97	0.99	1.0	1.0	0.79	0.99	0.99	0.98	0.98	0.99	0.98	0.95	0.98	0.99	0.99	0.99	0.98	0.99	0.99	0.99
chr19	18313492	18313542	chr19	18313492	18313541	0.86	0.92	0.83	0.76	0.12	0.98	0.91	0.92	0.82	0.94	0.96	0.91	0.98	0.97	0.96	0.87	0.98	0.98	0.95	0.93	0.98	0.92	0.9	0.94	0.99	0.95	0.85	0.93	0.94	0.97	0.96
chr19	18595134	18595420	chr19	18595134	18595419	0.95	0.95	0.95	0.97	0.94	0.97	0.94	0.94	0.95	0.92	0.89	0.24	0.77	0.94	0.91	0.76	0.94	0.97	0.94	0.95	0.86	0.92	0.94	0.96	0.95	0.95	0.97	0.96	0.93	0.87	0.82
chr19	18805088	18805698	chr19	18805088	18805697	0.9	0.91	0.92	0.89	0.86	0.93	0.92	0.9	0.91	0.92	0.92	0.91	0.91	0.92	0.9	0.69	0.88	0.46	0.91	0.91	0.9	0.89	0.9	0.92	0.91	0.93	0.93	0.89	0.91	0.92	0.91
chr19	18964012	18964409	chr19	18964012	18964408	0.98	0.98	0.96	0.98	0.98	0.98	0.98	0.96	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.94	0.98	0.98	0.98	0.99	0.98	0.95	0.97	0.78	0.5	0.98	0.93	0.97	0.97	0.98	0.97
chr19	19081146	19081494	chr19	19081146	19081493	0.94	0.97	0.96	0.96	0.96	0.97	0.98	0.95	0.98	0.96	0.98	0.87	0.81	0.97	0.95	0.77	0.97	0.99	0.91	0.89	0.95	0.15	0.63	0.88	0.55	0.96	0.6	0.96	0.97	0.95	0.91
chr19	19101992	19102187	chr19	19101992	19102186	0.98	0.95	0.07	0.98	0.96	1.0	0.99	0.98	0.99	0.98	1.0	0.98	0.98	1.0	0.99	0.93	1.0	1.0	1.0	1.0	0.99	0.99	0.98	0.97	0.98	0.99	0.98	0.99	0.99	0.99	1.0
chr19	19164913	19165282	chr19	19164913	19165281	0.97	0.98	0.99	0.97	0.91	0.17	0.99	0.95	0.97	0.98	0.97	0.9	0.96	0.98	0.99	0.94	0.99	1.0	0.99	0.99	0.99	0.99	0.98	0.98	0.99	0.99	0.98	0.94	0.98	0.98	0.97
chr19	19209454	19209696	chr19	19209454	19209695	0.98	0.98	0.99	0.98	0.99	0.08	0.98	0.96	0.95	0.99	0.98	0.97	0.83	0.98	0.99	0.95	0.99	0.98	0.97	0.99	0.99	0.98	0.98	0.99	0.98	0.97	0.99	0.69	0.97	0.98	0.99
chr19	19214026	19214234	chr19	19214026	19214233	0.98	1.0	1.0	1.0	0.98	0.98	1.0	0.98	0.99	0.99	1.0	0.93	0.77	0.99	0.98	0.93	0.99	1.0	0.99	1.0	0.98	0.08	0.59	0.89	0.63	0.99	0.99	0.91	0.99	0.98	0.97
chr19	19238723	19239023	chr19	19238723	19239022	0.88	0.94	0.93	0.96	0.96	0.95	0.95	0.94	0.97	0.97	0.97	0.94	0.96	0.95	0.95	0.7	0.93	0.91	0.33	0.77	0.9	0.92	0.95	0.95	0.93	0.93	0.92	0.95	0.95	0.96	0.93
chr19	19292200	19292561	chr19	19292200	19292562	0.66	0.89	0.89	0.81	0.79	0.9	0.92	0.86	0.89	0.88	0.89	0.92	0.88	0.92	0.91	0.69	0.9	0.92	0.76	0.23	0.9	0.87	0.89	0.91	0.91	0.91	0.89	0.85	0.91	0.92	0.91
chr19	19295399	19295570	chr19	19295399	19295569	0.96	0.95	0.96	0.96	0.94	0.95	0.96	0.91	0.94	0.93	0.96	0.94	0.93	0.95	0.94	0.88	0.95	0.96	0.93	0.14	0.89	0.95	0.95	0.95	0.95	0.96	0.95	0.96	0.93	0.96	0.96
chr19	19391732	19392014	chr19	19391732	19392013	0.88	0.96	0.97	0.7	0.32	0.98	0.98	0.97	0.96	0.76	0.96	0.97	0.97	0.97	0.97	0.89	0.97	0.98	0.98	0.96	0.97	0.94	0.98	0.96	0.97	0.89	0.75	0.96	0.98	0.98	0.97
chr19	19396534	19396860	chr19	19396534	19396859	0.96	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.96	0.98	0.98	0.98	0.97	0.16	0.98	0.99	0.98	0.99	0.99	0.97	0.96	0.97	0.96	0.98	0.98	0.98	0.98	0.97	0.97
chr19	19576159	19576557	chr19	19576159	19576556	0.97	0.98	0.95	0.98	0.97	0.99	0.96	0.25	0.98	0.98	0.98	0.97	0.98	0.96	0.98	0.95	0.99	0.98	0.99	0.99	0.99	0.96	0.98	0.99	0.99	0.96	0.85	0.97	0.91	0.98	0.99
chr19	19638076	19638256	chr19	19638076	19638255	0.98	0.98	0.98	0.98	0.92	0.99	0.98	1.0	0.99	0.98	0.98	0.97	0.98	0.97	1.0	0.87	0.98	0.4	0.99	0.99	0.98	0.99	0.99	1.0	1.0	0.99	0.99	0.99	0.99	0.99	0.99
chr19	19709802	19710152	chr19	19709802	19710151	0.97	0.95	0.99	0.99	0.98	0.94	0.99	0.94	0.98	0.97	0.99	0.99	0.96	1.0	0.99	0.79	0.08	0.67	0.92	1.0	0.56	0.96	0.99	0.96	0.83	1.0	0.97	0.99	0.99	0.99	0.98
chr19	19769454	19770002	chr19	19769454	19770001	0.92	0.94	0.93	0.94	0.95	0.91	0.95	0.92	0.92	0.94	0.93	0.95	0.94	0.95	0.95	0.83	0.96	0.97	0.96	0.96	0.96	0.26	0.71	0.89	0.93	0.94	0.92	0.94	0.94	0.94	0.93
chr19	20888865	20889154	chr19	20888865	20889153	0.96	0.94	0.94	0.95	0.95	0.94	0.95	0.96	0.95	0.95	0.96	0.42	0.7	0.97	0.96	0.78	0.96	0.97	0.96	0.95	0.93	0.94	0.95	0.96	0.92	0.96	0.94	0.88	0.95	0.96	0.95
chr19	29394469	29394517	chr19	29394469	29394516	0.99	0.99	0.99	0.92	0.99	0.99	0.96	0.95	0.99	0.94	1.0	0.99	0.99	0.99	1.0	0.78	0.98	0.99	0.99	0.99	0.99	0.88	0.1	0.88	0.98	0.97	0.97	0.68	0.97	0.98	0.99
chr19	29512634	29512788	chr19	29512634	29512787	0.86	0.89	0.95	0.95	0.94	0.88	0.8	0.79	0.88	0.79	0.95	0.91	0.92	0.22	0.94	0.65	0.9	0.91	0.93	0.93	0.93	0.93	0.95	0.94	0.94	0.84	0.89	0.91	0.91	0.9	0.92
chr19	30129868	30130034	chr19	30129868	30130033	0.94	0.9	0.92	0.96	0.96	0.94	0.93	0.86	0.91	0.91	0.82	0.86	0.1	0.94	0.91	0.72	0.93	0.93	0.95	0.95	0.89	0.88	0.92	0.92	0.92	0.89	0.96	0.66	0.94	0.89	0.92
chr19	30167084	30167287	chr19	30167084	30167286	0.95	0.96	0.94	0.95	0.96	0.71	0.93	0.95	0.95	0.96	0.94	0.95	0.95	0.94	0.79	0.69	0.83	0.35	0.95	0.96	0.95	0.94	0.94	0.93	0.94	0.93	0.97	0.93	0.94	0.93	0.94
chr19	30197315	30197749	chr19	30197315	30197748	0.35	0.68	0.89	0.91	0.84	0.24	0.85	0.85	0.85	0.9	0.89	0.78	0.94	0.93	0.9	0.65	0.93	0.95	0.92	0.94	0.93	0.9	0.92	0.93	0.95	0.94	0.72	0.91	0.93	0.93	0.93
chr19	30900584	30900983	chr19	30900584	30900982	0.83	0.86	0.87	0.86	0.89	0.78	0.86	0.73	0.81	0.85	0.8	0.78	0.92	0.75	0.61	0.58	0.84	0.87	0.86	0.86	0.85	0.77	0.83	0.69	0.79	0.48	0.55	0.83	0.81	0.8	0.84
chr19	31213710	31214034	chr19	31213710	31214033	0.92	0.92	0.97	0.98	0.98	0.96	0.97	0.87	0.92	0.92	0.87	0.25	0.89	0.85	0.67	0.62	0.93	0.93	0.95	0.94	0.96	0.92	0.96	0.94	0.94	0.95	0.97	0.94	0.94	0.96	0.96
chr19	31820660	31821141	chr19	31820660	31821140	0.58	0.36	0.9	0.94	0.83	0.82	0.93	0.87	0.93	0.93	0.93	0.76	0.92	0.94	0.68	0.58	0.9	0.92	0.86	0.91	0.88	0.92	0.84	0.68	0.88	0.87	0.79	0.91	0.85	0.89	0.89
chr19	33202755	33203020	chr19	33202755	33203019	0.91	0.93	0.95	0.93	0.91	0.96	0.96	0.94	0.94	0.94	0.96	0.95	0.84	0.95	0.94	0.79	0.96	0.94	0.95	0.96	0.96	0.93	0.73	0.91	0.94	0.96	0.93	0.13	0.94	0.92	0.92
chr19	33355361	33355623	chr19	33355361	33355622	0.97	0.96	0.97	0.98	0.98	0.98	0.96	0.89	0.94	0.93	0.86	0.98	0.99	0.97	0.95	0.71	0.94	0.96	0.97	0.98	0.95	0.79	0.79	0.19	0.93	0.74	0.55	0.95	0.97	0.95	0.98
chr19	33584938	33585374	chr19	33584938	33585373	0.98	0.98	0.98	0.98	0.99	0.99	0.98	0.98	0.96	0.97	0.98	0.43	0.99	0.98	0.99	0.89	0.99	0.98	0.99	0.99	0.99	0.98	0.99	0.98	0.99	0.99	0.99	0.99	0.98	0.98	0.95
chr19	33767236	33767466	chr19	33767236	33767465	0.96	0.96	0.96	0.97	0.98	0.15	0.95	0.96	0.96	0.94	0.95	0.89	0.98	0.98	0.98	0.69	0.96	0.96	0.96	0.98	0.96	0.97	0.96	0.97	0.98	0.98	0.98	0.87	0.87	0.97	0.97
chr19	33953365	33953525	chr19	33953365	33953524	0.96	0.97	0.99	0.84	0.94	0.99	0.99	0.95	0.46	0.07	0.8	0.9	0.99	0.98	0.94	0.8	0.99	0.99	0.99	0.99	0.99	0.98	0.97	0.93	0.98	1.0	1.0	0.97	0.99	0.92	0.99
chr19	33953582	33954173	chr19	33953582	33954172	0.95	0.95	0.97	0.84	0.96	0.97	0.95	0.91	0.67	0.23	0.86	0.94	0.97	0.96	0.95	0.78	0.95	0.94	0.97	0.97	0.96	0.95	0.95	0.93	0.96	0.97	0.97	0.94	0.96	0.93	0.96
chr19	33990039	33990380	chr19	33990039	33990379	0.9	0.92	0.91	0.94	0.92	0.18	0.92	0.89	0.85	0.82	0.85	0.84	0.93	0.92	0.94	0.67	0.91	0.92	0.93	0.94	0.93	0.92	0.91	0.93	0.94	0.94	0.94	0.91	0.91	0.91	0.91
chr19	33992901	33993160	chr19	33992901	33993159	0.95	0.97	0.96	0.97	0.95	0.14	0.96	0.95	0.9	0.89	0.95	0.95	0.98	0.97	0.98	0.77	0.95	0.97	0.96	0.95	0.96	0.91	0.93	0.98	0.97	0.97	0.98	0.96	0.95	0.95	0.95
